TES;31/01/2022;1;IT01033011006;31/01/2022;S-2200151;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/01/2022];[DatiOrdineAcquisto|IdDocumento|S-2200151]";;9012768370;
RIG;31/01/2022;1;;;;1014417;;7813;3.920;;servizio di pulizia ROSSO;30626.960;
RIG;31/01/2022;1;;;;1014417;;19911;2.680;;servizio di pulizia ARANCIONE;53361.480;
RIG;31/01/2022;1;;;;1014417;;11355;1.040;;servizio di pulizia GIALLO;11809.200;
RIG;31/01/2022;1;;;;1014417;;30562;0.710;;servizio di pulizia VERDE;21699.020;
RIG;31/01/2022;1;;;;1014417;;57236;0.200;;servizio di pulizia BIANCO;11447.200;
RIG;31/01/2022;1;;;;1014417;;1;1950.670;;servizio di pulizia DISINFESTAZIONE E DERATTIZZAZIONE;1950.670;
TES;31/01/2022;2;IT01033011006;31/01/2022;S-2200151;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/01/2022];[DatiOrdineAcquisto|IdDocumento|S-2200151]";;9012768370;
RIG;31/01/2022;2;;;;1014417;;7813;3.920;;servizio di pulizia ROSSO;30626.960;
RIG;31/01/2022;2;;;;1014417;;19911;2.680;;servizio di pulizia ARANCIONE;53361.480;
RIG;31/01/2022;2;;;;1014417;;11355;1.040;;servizio di pulizia GIALLO;11809.200;
RIG;31/01/2022;2;;;;1014417;;30562;0.710;;servizio di pulizia VERDE;21699.020;
RIG;31/01/2022;2;;;;1014417;;57236;0.200;;servizio di pulizia BIANCO;11447.200;
RIG;31/01/2022;2;;;;1014417;;1;1950.670;;servizio di pulizia DISINFESTAZIONE E DERATTIZZAZIONE;1950.670;
TES;31/01/2022;3;IT01033011006;31/01/2022;S-2200151;;;;;"[CedentePrestatore|RiferimentoAmministrazione|QRLULC];[DatiOrdineAcquisto|Data|31/01/2022];[DatiOrdineAcquisto|IdDocumento|S-2200151]";;9012768370;
RIG;31/01/2022;3;;;;1014417;;7813;3.920;;servizio di pulizia ROSSO;30626.960;
RIG;31/01/2022;3;;;;1014417;;19911;2.680;;servizio di pulizia ARANCIONE;53361.480;
RIG;31/01/2022;3;;;;1014417;;11355;1.040;;servizio di pulizia GIALLO;11809.200;
RIG;31/01/2022;3;;;;1014417;;30562;0.710;;servizio di pulizia VERDE;21699.020;
RIG;31/01/2022;3;;;;1014417;;57236;0.200;;servizio di pulizia BIANCO;11447.200;
RIG;31/01/2022;3;;;;1014417;;1;1950.670;;servizio di pulizia DISINFESTAZIONE E DERATTIZZAZIONE;1950.670;
