TES|01/01/1970|1||01/01/1970|||||
RIG|01/01/1970|1|||||||
RIG|01/01/1970|1|||||||
RIG|01/01/1970|1|||||||
TES|01/01/1970|2||01/01/1970|||||
RIG|01/01/1970|2|||||||
RIG|01/01/1970|2|||||||
RIG|01/01/1970|2|||||||
TES|01/01/1970|3||01/01/1970|||||
RIG|01/01/1970|3|||||||
RIG|01/01/1970|3|||||||
RIG|01/01/1970|3|||||||
TES|01/01/1970|4||01/01/1970|||||
RIG|01/01/1970|4|||||||
RIG|01/01/1970|4|||||||
RIG|01/01/1970|4|||||||
TES|01/01/1970|5||01/01/1970|||||
RIG|01/01/1970|5|||||||
RIG|01/01/1970|5|||||||
RIG|01/01/1970|5|||||||
TES|01/01/1970|6||01/01/1970|||||
RIG|01/01/1970|6|||||||
RIG|01/01/1970|6|||||||
RIG|01/01/1970|6|||||||
TES|01/01/1970|7||01/01/1970|||||
RIG|01/01/1970|7|||||||
RIG|01/01/1970|7|||||||
RIG|01/01/1970|7|||||||
TES|01/01/1970|8||01/01/1970|||||
RIG|01/01/1970|8|||||||
RIG|01/01/1970|8|||||||
RIG|01/01/1970|8|||||||
TES|01/01/1970|9||01/01/1970|||||
RIG|01/01/1970|9|||||||
RIG|01/01/1970|9|||||||
RIG|01/01/1970|9|||||||
TES|01/01/1970|10||01/01/1970|||||
RIG|01/01/1970|10|||||||
RIG|01/01/1970|10|||||||
RIG|01/01/1970|10|||||||
TES|24/01/2022|11|IT06485540485|24/01/2022|202200230491||||
RIG|24/01/2022|11||||50327882||4|135.00000
TES|24/01/2022|12|IT06485540485|24/01/2022|202200230491||||
RIG|24/01/2022|12||||50327882||4|135.00000
TES|24/01/2022|13|IT06485540485|24/01/2022|202200230491||||
RIG|24/01/2022|13||||50327882||4|135.00000
TES|24/01/2022|14|IT06485540485|24/01/2022|202200230491||||
RIG|24/01/2022|14||||50327882||4|135.00000
TES|24/01/2022|15|IT06485540485|24/01/2022|202200230491||||
RIG|24/01/2022|15||||50327882||4|135.00000
TES|24/01/2022|16|IT06485540485|24/01/2022|202200230491||||
RIG|24/01/2022|16||||50327882||4|135.00000
TES|24/01/2022|17|IT02060250996|24/01/2022|01-2022-2201||||
RIG|24/01/2022|17||||85410||1|200.0000000
TES|24/01/2022|18|IT02060250996|24/01/2022|01-2022-2201||||
RIG|24/01/2022|18||||85410||1|200.0000000
TES|24/01/2022|19|IT02060250996|24/01/2022|01-2022-2201||||
RIG|24/01/2022|19||||85410||1|200.0000000
TES|24/01/2022|20|IT02060250996|24/01/2022|01-2022-2201||||
RIG|24/01/2022|20||||85410||1|200.0000000
TES|24/01/2022|21|IT02060250996|24/01/2022|01-2022-2201||||
RIG|24/01/2022|21||||85410||1|200.0000000
TES|24/01/2022|22|IT02060250996|24/01/2022|01-2022-2201||||
RIG|24/01/2022|22||||85410||1|200.0000000
